Item,Year,area_harvested_ha,production_tonnes,yield_kg_ha,avg_temp_c,avg_rain_mm
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,94808.0,733630.91,7738.1,27.67,1228.7
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,94368.0,733206.51,7769.6,27.75,1159.5
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2012,94929.0,735765.33,7750.7,27.66,1097.6
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2013,95491.0,738324.14,7731.8,27.78,1001.1
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2014,97338.0,742883.79,7632.0,27.66,1294.9
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2015,98503.0,750105.38,7615.1,27.69,1300.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2016,99836.0,755959.89,7572.0,27.91,1014.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2017,100792.0,759149.58,7531.8,28.03,1030.1
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,101817.0,762632.28,7490.2,27.76,1250.1
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,102728.0,765622.53,7452.9,27.83,1147.7
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,103362.0,770467.16,7454.0,27.92,1251.8
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,103297.0,769727.6,7451.6,28.01,1049.9
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,103915.0,771844.84,7427.6,28.17,1131.6
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,104538.0,773962.09,7403.6,28.05,1289.4
Cocoa beans,1961,700000.0,197000.0,281.4,26.67,1107.1
Cocoa beans,1962,700000.0,182000.0,260.0,26.46,1217.7
Cocoa beans,1963,700000.0,223000.0,318.6,26.54,1040.0
Cocoa beans,1964,700000.0,298300.0,426.1,26.7,1230.3
Cocoa beans,1965,700000.0,184600.0,263.7,26.55,1190.5
Cocoa beans,1966,700000.0,267200.0,381.7,26.44,1070.6
Cocoa beans,1967,700000.0,238000.0,340.0,26.72,1210.4
Cocoa beans,1968,700000.0,191800.0,274.0,26.8,1059.3
Cocoa beans,1969,700000.0,220800.0,315.4,26.6,1192.2
Cocoa beans,1970,700000.0,304800.0,435.4,26.88,1260.3
Cocoa beans,1971,700000.0,256600.0,366.6,26.78,1260.3
Cocoa beans,1972,700000.0,241100.0,344.4,26.86,1075.2
Cocoa beans,1973,700000.0,215000.0,307.1,26.68,1008.8
Cocoa beans,1974,700000.0,214000.0,305.7,26.82,1094.8
Cocoa beans,1975,700000.0,216000.0,308.6,26.86,1166.0
Cocoa beans,1976,700000.0,181000.0,258.6,26.68,1231.6
Cocoa beans,1977,700000.0,193000.0,275.7,26.96,1008.5
Cocoa beans,1978,700000.0,157000.0,224.3,26.99,1006.3
Cocoa beans,1979,700000.0,151000.0,215.7,26.87,1174.5
Cocoa beans,1980,700000.0,153000.0,218.6,26.93,1281.3
Cocoa beans,1981,700000.0,174000.0,248.6,26.89,1066.1
Cocoa beans,1982,700000.0,156000.0,222.9,26.85,1012.4
Cocoa beans,1983,700000.0,140000.0,200.0,27.17,1283.4
Cocoa beans,1984,700000.0,160800.0,229.7,27.06,1230.6
Cocoa beans,1985,700000.0,160000.0,228.6,27.19,1216.0
Cocoa beans,1986,700000.0,148000.0,211.4,27.3,1173.7
Cocoa beans,1987,700000.0,150000.0,214.3,27.2,1266.7
Cocoa beans,1988,700000.0,253000.0,361.4,27.25,1297.6
Cocoa beans,1989,708000.0,256000.0,361.6,27.13,1295.9
Cocoa beans,1990,715000.0,244000.0,341.3,27.14,1120.2
Cocoa beans,1991,726000.0,268000.0,369.1,27.08,1227.2
Cocoa beans,1992,730000.0,292000.0,400.0,27.23,1239.5
Cocoa beans,1993,735000.0,306000.0,416.3,27.46,1002.0
Cocoa beans,1994,751000.0,323000.0,430.1,27.32,1266.4
Cocoa beans,1995,788000.0,203000.0,257.6,27.46,1118.0
Cocoa beans,1996,739000.0,323000.0,437.1,27.25,1025.4
Cocoa beans,1997,739000.0,318000.0,430.3,27.44,1167.7
Cocoa beans,1998,743000.0,370000.0,498.0,27.35,1239.0
Cocoa beans,1999,744500.0,225000.0,302.2,27.42,1069.5
Cocoa beans,2000,966000.0,338000.0,349.9,27.39,1084.2
Cocoa beans,2001,966000.0,340000.0,352.0,27.62,1176.1
Cocoa beans,2002,1030000.0,362000.0,351.5,27.68,1273.3
Cocoa beans,2003,1002000.0,385000.0,384.2,27.54,1123.4
Cocoa beans,2004,1062000.0,412000.0,387.9,27.49,1128.7
Cocoa beans,2005,1198902.0,441000.0,367.8,27.71,1165.0
Cocoa beans,2006,1104000.0,485000.0,439.3,27.61,1241.6
Cocoa beans,2007,1359550.0,360570.0,265.2,27.68,1253.3
Cocoa beans,2008,1349130.0,367020.0,272.0,27.71,1205.1
Cocoa beans,2009,1354340.0,363510.0,268.4,27.82,1122.1
Cocoa beans,2010,1272430.0,399200.0,313.7,27.67,1228.7
Cocoa beans,2011,1241329.0,391000.0,315.0,27.75,1159.5
Cocoa beans,2012,1266347.0,383000.0,302.4,27.66,1097.6
Cocoa beans,2013,1239750.0,367000.0,296.0,27.78,1001.1
Cocoa beans,2014,1144659.0,329870.0,288.2,27.66,1294.9
Cocoa beans,2015,1056893.0,302066.0,285.8,27.69,1300.0
Cocoa beans,2016,1048945.0,298029.0,284.1,27.91,1014.0
Cocoa beans,2017,892101.0,250000.0,280.2,28.03,1030.1
Cocoa beans,2018,950132.0,270000.0,284.2,27.76,1250.1
Cocoa beans,2019,885571.0,250000.0,282.3,27.83,1147.7
Cocoa beans,2020,1188468.0,357608.24,300.9,27.92,1251.8
Cocoa beans,2021,1003778.0,280000.0,278.9,28.01,1049.9
Cocoa beans,2022,1027173.0,280000.0,272.6,28.17,1131.6
Cocoa beans,2023,1045425.0,284232.16,271.9,28.05,1289.4
"Coconuts, in shell",1961,28000.0,76000.0,2714.3,26.67,1107.1
"Coconuts, in shell",1962,26000.0,72000.0,2769.2,26.46,1217.7
"Coconuts, in shell",1963,28000.0,78000.0,2785.7,26.54,1040.0
"Coconuts, in shell",1964,37000.0,103000.0,2783.8,26.7,1230.3
"Coconuts, in shell",1965,35000.0,99000.0,2828.6,26.55,1190.5
"Coconuts, in shell",1966,31000.0,89000.0,2871.0,26.44,1070.6
"Coconuts, in shell",1967,30000.0,86000.0,2866.7,26.72,1210.4
"Coconuts, in shell",1968,32000.0,91000.0,2843.8,26.8,1059.3
"Coconuts, in shell",1969,29000.0,83000.0,2862.1,26.6,1192.2
"Coconuts, in shell",1970,29000.0,83000.0,2862.1,26.88,1260.3
"Coconuts, in shell",1971,34000.0,97000.0,2852.9,26.78,1260.3
"Coconuts, in shell",1972,30000.0,86000.0,2866.7,26.86,1075.2
"Coconuts, in shell",1973,35000.0,99000.0,2828.6,26.68,1008.8
"Coconuts, in shell",1974,35000.0,99000.0,2828.6,26.82,1094.8
"Coconuts, in shell",1975,35000.0,99000.0,2828.6,26.86,1166.0
"Coconuts, in shell",1976,32000.0,90000.0,2812.5,26.68,1231.6
"Coconuts, in shell",1977,32000.0,92000.0,2875.0,26.96,1008.5
"Coconuts, in shell",1978,32000.0,92000.0,2875.0,26.99,1006.3
"Coconuts, in shell",1979,32000.0,90000.0,2812.5,26.87,1174.5
"Coconuts, in shell",1980,32000.0,90000.0,2812.5,26.93,1281.3
"Coconuts, in shell",1981,35000.0,100000.0,2857.1,26.89,1066.1
"Coconuts, in shell",1982,38000.0,110000.0,2894.7,26.85,1012.4
"Coconuts, in shell",1983,35000.0,100000.0,2857.1,27.17,1283.4
"Coconuts, in shell",1984,35000.0,101000.0,2885.7,27.06,1230.6
"Coconuts, in shell",1985,34500.0,102000.0,2956.5,27.19,1216.0
"Coconuts, in shell",1986,34500.0,104000.0,3014.5,27.3,1173.7
"Coconuts, in shell",1987,34500.0,105000.0,3043.5,27.2,1266.7
"Coconuts, in shell",1988,35000.0,108000.0,3085.7,27.25,1297.6
"Coconuts, in shell",1989,35000.0,110000.0,3142.9,27.13,1295.9
"Coconuts, in shell",1990,35500.0,118000.0,3323.9,27.14,1120.2
"Coconuts, in shell",1991,37000.0,129000.0,3486.5,27.08,1227.2
"Coconuts, in shell",1992,38000.0,135000.0,3552.6,27.23,1239.5
"Coconuts, in shell",1993,39000.0,140000.0,3589.7,27.46,1002.0
"Coconuts, in shell",1994,33245.0,145000.0,4361.6,27.32,1266.4
"Coconuts, in shell",1995,28500.0,149000.0,5228.1,27.46,1118.0
"Coconuts, in shell",1996,31500.0,151000.0,4793.7,27.25,1025.4
"Coconuts, in shell",1997,35400.0,152000.0,4293.8,27.44,1167.7
"Coconuts, in shell",1998,35400.0,152000.0,4293.8,27.35,1239.0
"Coconuts, in shell",1999,35600.0,158000.0,4438.2,27.42,1069.5
"Coconuts, in shell",2000,36000.0,160000.0,4444.4,27.39,1084.2
"Coconuts, in shell",2001,36000.0,161000.0,4472.2,27.62,1176.1
"Coconuts, in shell",2002,38000.0,171000.0,4500.0,27.68,1273.3
"Coconuts, in shell",2003,39000.0,182000.0,4666.7,27.54,1123.4
"Coconuts, in shell",2004,39000.0,195000.0,5000.0,27.49,1128.7
"Coconuts, in shell",2005,39000.0,209000.0,5359.0,27.71,1165.0
"Coconuts, in shell",2006,39000.0,225000.0,5769.2,27.61,1241.6
"Coconuts, in shell",2007,41000.0,225500.0,5500.0,27.68,1253.3
"Coconuts, in shell",2008,41000.0,234000.0,5707.3,27.71,1205.1
"Coconuts, in shell",2009,39000.0,242949.0,6229.5,27.82,1122.1
"Coconuts, in shell",2010,39000.0,263815.0,6764.5,27.67,1228.7
"Coconuts, in shell",2011,39000.0,265000.0,6794.9,27.75,1159.5
"Coconuts, in shell",2012,39000.0,264814.0,6790.1,27.66,1097.6
"Coconuts, in shell",2013,39000.0,266045.0,6821.7,27.78,1001.1
"Coconuts, in shell",2014,38907.0,267520.0,6875.9,27.66,1294.9
"Coconuts, in shell",2015,36384.0,255700.0,7027.8,27.69,1300.0
"Coconuts, in shell",2016,37725.0,272500.0,7223.3,27.91,1014.0
"Coconuts, in shell",2017,37927.0,277300.0,7311.4,28.03,1030.1
"Coconuts, in shell",2018,36867.0,273700.0,7424.0,27.76,1250.1
"Coconuts, in shell",2019,36396.0,274900.0,7553.0,27.83,1147.7
"Coconuts, in shell",2020,34816.0,271300.0,7792.3,27.92,1251.8
"Coconuts, in shell",2021,34600.0,271300.0,7841.0,28.01,1049.9
"Coconuts, in shell",2022,34151.0,271300.0,7944.2,28.17,1131.6
"Coconuts, in shell",2023,33774.0,271791.07,8047.4,28.05,1289.4
"Coffee, green",1961,6000.0,1100.0,183.3,26.67,1107.1
"Coffee, green",1962,6000.0,2000.0,333.3,26.46,1217.7
"Coffee, green",1963,6000.0,2000.0,333.3,26.54,1040.0
"Coffee, green",1964,6000.0,3000.0,500.0,26.7,1230.3
"Coffee, green",1965,6000.0,3000.0,500.0,26.55,1190.5
"Coffee, green",1966,6000.0,4000.0,666.7,26.44,1070.6
"Coffee, green",1967,6000.0,1712.0,285.3,26.72,1210.4
"Coffee, green",1968,6000.0,2360.0,393.3,26.8,1059.3
"Coffee, green",1969,6000.0,4776.0,796.0,26.6,1192.2
"Coffee, green",1970,5650.0,2826.0,500.2,26.88,1260.3
"Coffee, green",1971,7200.0,3600.0,500.0,26.78,1260.3
"Coffee, green",1972,8350.0,4171.0,499.5,26.86,1075.2
"Coffee, green",1973,4600.0,2300.0,500.0,26.68,1008.8
"Coffee, green",1974,4800.0,2400.0,500.0,26.82,1094.8
"Coffee, green",1975,6000.0,3000.0,500.0,26.86,1166.0
"Coffee, green",1976,6000.0,3000.0,500.0,26.68,1231.6
"Coffee, green",1977,6200.0,3100.0,500.0,26.96,1008.5
"Coffee, green",1978,6200.0,3100.0,500.0,26.99,1006.3
"Coffee, green",1979,6400.0,3200.0,500.0,26.87,1174.5
"Coffee, green",1980,7000.0,3500.0,500.0,26.93,1281.3
"Coffee, green",1981,6000.0,3000.0,500.0,26.89,1066.1
"Coffee, green",1982,6000.0,3000.0,500.0,26.85,1012.4
"Coffee, green",1983,6000.0,3000.0,500.0,27.17,1283.4
"Coffee, green",1984,8000.0,4000.0,500.0,27.06,1230.6
"Coffee, green",1985,12000.0,6000.0,500.0,27.19,1216.0
"Coffee, green",1986,2400.0,1200.0,500.0,27.3,1173.7
"Coffee, green",1987,3000.0,1500.0,500.0,27.2,1266.7
"Coffee, green",1988,3000.0,1570.0,523.3,27.25,1297.6
"Coffee, green",1989,3400.0,2570.0,755.9,27.13,1295.9
"Coffee, green",1990,3434.0,3030.0,882.4,27.14,1120.2
"Coffee, green",1991,3500.0,3200.0,914.3,27.08,1227.2
"Coffee, green",1992,3600.0,3380.0,938.9,27.23,1239.5
"Coffee, green",1993,3700.0,3580.0,967.6,27.46,1002.0
"Coffee, green",1994,4000.0,3720.0,930.0,27.32,1266.4
"Coffee, green",1995,3122.0,3090.0,989.6,27.46,1118.0
"Coffee, green",1996,3652.0,3780.0,1035.1,27.25,1025.4
"Coffee, green",1997,3444.0,3700.0,1074.3,27.44,1167.7
"Coffee, green",1998,3300.0,3700.0,1121.3,27.35,1239.0
"Coffee, green",1999,3130.0,3750.0,1198.1,27.42,1069.5
"Coffee, green",2000,3190.0,3830.0,1200.6,27.39,1084.2
"Coffee, green",2001,3210.0,3850.0,1199.4,27.62,1176.1
"Coffee, green",2002,3330.0,4100.0,1231.2,27.68,1273.3
"Coffee, green",2003,3540.0,4360.0,1231.6,27.54,1123.4
"Coffee, green",2004,3580.0,4660.0,1301.7,27.49,1128.7
"Coffee, green",2005,3670.0,4990.0,1359.7,27.71,1165.0
"Coffee, green",2006,3710.0,5340.0,1439.4,27.61,1241.6
"Coffee, green",2007,2000.0,2520.0,1260.0,27.68,1253.3
"Coffee, green",2008,2100.0,3000.0,1428.6,27.71,1205.1
"Coffee, green",2009,1800.0,2040.0,1133.3,27.82,1122.1
"Coffee, green",2010,1990.0,2400.0,1206.3,27.67,1228.7
"Coffee, green",2011,1942.0,2524.57,1300.1,27.75,1159.5
"Coffee, green",2012,1893.0,2416.92,1276.7,27.66,1097.6
"Coffee, green",2013,1639.0,2100.0,1281.1,27.78,1001.1
"Coffee, green",2014,1520.0,1972.17,1297.4,27.66,1294.9
"Coffee, green",2015,1345.0,1754.52,1304.5,27.69,1300.0
"Coffee, green",2016,1501.0,1942.23,1293.6,27.91,1014.0
"Coffee, green",2017,1455.0,1889.64,1298.3,28.03,1030.1
"Coffee, green",2018,1434.0,1862.13,1298.6,27.76,1250.1
"Coffee, green",2019,1421.0,1852.02,1302.9,27.83,1147.7
"Coffee, green",2020,1438.0,1879.97,1307.7,27.92,1251.8
"Coffee, green",2021,1418.0,1842.64,1299.3,28.01,1049.9
"Coffee, green",2022,1393.0,1809.56,1299.3,28.17,1131.6
"Coffee, green",2023,1416.0,1844.06,1302.1,28.05,1289.4
"Cow peas, dry",1961,1216000.0,431000.0,354.4,26.67,1107.1
"Cow peas, dry",1962,1473000.0,508000.0,344.9,26.46,1217.7
"Cow peas, dry",1963,2638000.0,611000.0,231.6,26.54,1040.0
"Cow peas, dry",1964,2531000.0,616000.0,243.4,26.7,1230.3
"Cow peas, dry",1965,2743000.0,646000.0,235.5,26.55,1190.5
"Cow peas, dry",1966,3043000.0,580000.0,190.6,26.44,1070.6
"Cow peas, dry",1967,3935000.0,550000.0,139.8,26.72,1210.4
"Cow peas, dry",1968,3364000.0,648000.0,192.6,26.8,1059.3
"Cow peas, dry",1969,4049000.0,931000.0,229.9,26.6,1192.2
"Cow peas, dry",1970,3820000.0,884000.0,231.4,26.88,1260.3
"Cow peas, dry",1971,3790000.0,801000.0,211.3,26.78,1260.3
"Cow peas, dry",1972,2464000.0,408000.0,165.6,26.86,1075.2
"Cow peas, dry",1973,3256000.0,530000.0,162.8,26.68,1008.8
"Cow peas, dry",1974,2937000.0,1097000.0,373.5,26.82,1094.8
"Cow peas, dry",1975,3033000.0,858000.0,282.9,26.86,1166.0
"Cow peas, dry",1976,2721000.0,727000.0,267.2,26.68,1231.6
"Cow peas, dry",1977,1552000.0,408000.0,262.9,26.96,1008.5
"Cow peas, dry",1978,1406000.0,498000.0,354.2,26.99,1006.3
"Cow peas, dry",1979,1406000.0,624000.0,443.8,26.87,1174.5
"Cow peas, dry",1980,1463000.0,510000.0,348.6,26.93,1281.3
"Cow peas, dry",1981,1173000.0,560000.0,477.4,26.89,1066.1
"Cow peas, dry",1982,1520000.0,616000.0,405.3,26.85,1012.4
"Cow peas, dry",1983,1183000.0,583000.0,492.8,27.17,1283.4
"Cow peas, dry",1984,1106000.0,477000.0,431.3,27.06,1230.6
"Cow peas, dry",1985,1405000.0,611000.0,434.9,27.19,1216.0
"Cow peas, dry",1986,1405000.0,642000.0,456.9,27.3,1173.7
"Cow peas, dry",1987,1496000.0,688000.0,459.9,27.2,1266.7
"Cow peas, dry",1988,1542000.0,887000.0,575.2,27.25,1297.6
"Cow peas, dry",1989,1643000.0,1232000.0,749.8,27.13,1295.9
"Cow peas, dry",1990,1805000.0,1352000.0,749.0,27.14,1120.2
"Cow peas, dry",1991,1885740.0,1354000.0,718.0,27.08,1227.2
"Cow peas, dry",1992,2767000.0,1411000.0,509.9,27.23,1239.5
"Cow peas, dry",1993,3090000.0,1576000.0,510.0,27.46,1002.0
"Cow peas, dry",1994,3029000.0,1545000.0,510.1,27.32,1266.4
"Cow peas, dry",1995,3585000.0,1751000.0,488.4,27.46,1118.0
"Cow peas, dry",1996,4001000.0,1847000.0,461.6,27.25,1025.4
"Cow peas, dry",1997,4009000.0,1909000.0,476.2,27.44,1167.7
"Cow peas, dry",1998,5025000.0,2055000.0,409.0,27.35,1239.0
"Cow peas, dry",1999,3513000.0,2108000.0,600.1,27.42,1069.5
"Cow peas, dry",2000,3583000.0,2150000.0,600.1,27.39,1084.2
"Cow peas, dry",2001,3620000.0,2172000.0,600.0,27.62,1176.1
"Cow peas, dry",2002,3668000.0,2311000.0,630.0,27.68,1273.3
"Cow peas, dry",2003,3726000.0,2459000.0,660.0,27.54,1123.4
"Cow peas, dry",2004,3986000.0,2631000.0,660.1,27.49,1128.7
"Cow peas, dry",2005,4140000.0,2815000.0,680.0,27.71,1165.0
"Cow peas, dry",2006,4406000.0,3040000.0,690.0,27.61,1241.6
"Cow peas, dry",2007,4491000.0,3000000.0,668.0,27.68,1253.3
"Cow peas, dry",2008,4289000.0,2916000.0,679.9,27.71,1205.1
"Cow peas, dry",2009,2320590.0,2371640.0,1022.0,27.82,1122.1
"Cow peas, dry",2010,2859760.0,3368250.0,1177.8,27.67,1228.7
"Cow peas, dry",2011,3021175.0,1643851.0,544.1,27.75,1159.5
"Cow peas, dry",2012,3481000.0,5146000.0,1478.3,27.66,1097.6
"Cow peas, dry",2013,3593300.0,4630540.0,1288.7,27.78,1001.1
"Cow peas, dry",2014,3701500.0,2137900.0,577.6,27.66,1294.9
"Cow peas, dry",2015,3635700.0,2306200.0,634.3,27.69,1300.0
"Cow peas, dry",2016,4814540.0,3750470.0,779.0,27.91,1014.0
"Cow peas, dry",2017,5008440.0,3874740.0,773.6,28.03,1030.1
"Cow peas, dry",2018,4909060.0,4007830.0,816.4,27.76,1250.1
"Cow peas, dry",2019,4931320.0,4064710.0,824.3,27.83,1147.7
"Cow peas, dry",2020,4973530.0,4132850.0,831.0,27.92,1251.8
"Cow peas, dry",2021,5041990.0,4213100.0,835.6,28.01,1049.9
"Cow peas, dry",2022,4894274.0,4202328.2,858.6,28.17,1131.6
"Cow peas, dry",2023,4984907.0,4292073.51,861.0,28.05,1289.4
Fonio,1961,70000.0,33000.0,471.4,26.67,1107.1
Fonio,1962,72000.0,36000.0,500.0,26.46,1217.7
Fonio,1963,74000.0,37000.0,500.0,26.54,1040.0
Fonio,1964,76000.0,38000.0,500.0,26.7,1230.3
Fonio,1965,77000.0,38000.0,493.5,26.55,1190.5
Fonio,1966,79000.0,39000.0,493.7,26.44,1070.6
Fonio,1967,80000.0,40000.0,500.0,26.72,1210.4
Fonio,1968,81000.0,41000.0,506.2,26.8,1059.3
Fonio,1969,45000.0,25000.0,555.6,26.6,1192.2
Fonio,1970,28000.0,18000.0,642.9,26.88,1260.3
Fonio,1971,27000.0,18000.0,666.7,26.78,1260.3
Fonio,1972,25000.0,14000.0,560.0,26.86,1075.2
Fonio,1973,26000.0,14000.0,538.5,26.68,1008.8
Fonio,1974,27000.0,17000.0,629.6,26.82,1094.8
Fonio,1975,26000.0,16000.0,615.4,26.86,1166.0
Fonio,1976,25000.0,14000.0,560.0,26.68,1231.6
Fonio,1977,25000.0,14000.0,560.0,26.96,1008.5
Fonio,1978,27000.0,16000.0,592.6,26.99,1006.3
Fonio,1979,27000.0,16000.0,592.6,26.87,1174.5
Fonio,1980,30000.0,18000.0,600.0,26.93,1281.3
Fonio,1981,32000.0,20000.0,625.0,26.89,1066.1
Fonio,1982,32000.0,20000.0,625.0,26.85,1012.4
Fonio,1983,30000.0,18000.0,600.0,27.17,1283.4
Fonio,1984,35000.0,23000.0,657.1,27.06,1230.6
Fonio,1985,38000.0,25000.0,657.9,27.19,1216.0
Fonio,1986,44000.0,27000.0,613.6,27.3,1173.7
Fonio,1987,46000.0,26000.0,565.2,27.2,1266.7
Fonio,1988,53000.0,30000.0,566.0,27.25,1297.6
Fonio,1989,60000.0,35000.0,583.3,27.13,1295.9
Fonio,1990,65000.0,39000.0,600.0,27.14,1120.2
Fonio,1991,72000.0,43000.0,597.2,27.08,1227.2
Fonio,1992,78000.0,47000.0,602.6,27.23,1239.5
Fonio,1993,81700.0,50000.0,612.0,27.46,1002.0
Fonio,1994,93000.0,55000.0,591.4,27.32,1266.4
Fonio,1995,108000.0,58000.0,537.0,27.46,1118.0
Fonio,1996,125000.0,64000.0,512.0,27.25,1025.4
Fonio,1997,127000.0,66000.0,519.7,27.44,1167.7
Fonio,1998,131000.0,68000.0,519.1,27.35,1239.0
Fonio,1999,134000.0,71000.0,529.9,27.42,1069.5
Fonio,2000,133000.0,76000.0,571.4,27.39,1084.2
Fonio,2001,143000.0,80000.0,559.4,27.62,1176.1
Fonio,2002,166000.0,83000.0,500.0,27.68,1273.3
Fonio,2003,165000.0,83000.0,503.0,27.54,1123.4
Fonio,2004,180000.0,81000.0,450.0,27.49,1128.7
Fonio,2005,198000.0,95000.0,479.8,27.71,1165.0
Fonio,2006,175000.0,80000.0,457.1,27.61,1241.6
Fonio,2007,121000.0,69000.0,570.2,27.68,1253.3
Fonio,2008,119000.0,70000.0,588.2,27.71,1205.1
Fonio,2009,130000.0,74000.0,569.2,27.82,1122.1
Fonio,2010,151766.0,79086.51,521.1,27.67,1228.7
Fonio,2011,168539.0,81940.8,486.2,27.75,1159.5
Fonio,2012,174752.0,81486.03,466.3,27.66,1097.6
Fonio,2013,180265.0,81863.18,454.1,27.78,1001.1
Fonio,2014,173874.0,82270.0,473.2,27.66,1294.9
Fonio,2015,167216.0,83071.24,496.8,27.69,1300.0
Fonio,2016,167457.0,83747.48,500.1,27.91,1014.0
Fonio,2017,170905.0,84757.73,495.9,28.03,1030.1
Fonio,2018,174203.0,85454.17,490.5,27.76,1250.1
Fonio,2019,176423.0,85758.79,486.1,27.83,1147.7
Fonio,2020,174442.0,85302.15,489.0,27.92,1251.8
Fonio,2021,172897.0,85094.85,492.2,28.01,1049.9
Fonio,2022,171403.0,84170.0,491.1,28.17,1131.6
Fonio,2023,173230.0,84875.85,490.0,28.05,1289.4
"Ginger, raw",1961,160.0,80.0,500.0,26.67,1107.1
"Ginger, raw",1962,160.0,80.0,500.0,26.46,1217.7
"Ginger, raw",1963,160.0,80.0,500.0,26.54,1040.0
"Ginger, raw",1964,160.0,80.0,500.0,26.7,1230.3
"Ginger, raw",1965,160.0,80.0,500.0,26.55,1190.5
"Ginger, raw",1966,160.0,80.0,500.0,26.44,1070.6
"Ginger, raw",1967,160.0,80.0,500.0,26.72,1210.4
"Ginger, raw",1968,160.0,80.0,500.0,26.8,1059.3
"Ginger, raw",1969,160.0,80.0,500.0,26.6,1192.2
"Ginger, raw",1970,160.0,80.0,500.0,26.88,1260.3
"Ginger, raw",1971,160.0,80.0,500.0,26.78,1260.3
"Ginger, raw",1972,160.0,80.0,500.0,26.86,1075.2
"Ginger, raw",1973,160.0,80.0,500.0,26.68,1008.8
"Ginger, raw",1974,160.0,80.0,500.0,26.82,1094.8
"Ginger, raw",1975,160.0,80.0,500.0,26.86,1166.0
"Ginger, raw",1976,160.0,80.0,500.0,26.68,1231.6
"Ginger, raw",1977,160.0,80.0,500.0,26.96,1008.5
"Ginger, raw",1978,160.0,80.0,500.0,26.99,1006.3
"Ginger, raw",1979,200.0,100.0,500.0,26.87,1174.5
"Ginger, raw",1980,400.0,200.0,500.0,26.93,1281.3
"Ginger, raw",1981,1000.0,500.0,500.0,26.89,1066.1
"Ginger, raw",1982,2000.0,1000.0,500.0,26.85,1012.4
"Ginger, raw",1983,6000.0,3000.0,500.0,27.17,1283.4
"Ginger, raw",1984,10000.0,5000.0,500.0,27.06,1230.6
"Ginger, raw",1985,16000.0,8000.0,500.0,27.19,1216.0
"Ginger, raw",1986,30000.0,15000.0,500.0,27.3,1173.7
"Ginger, raw",1987,42000.0,21000.0,500.0,27.2,1266.7
"Ginger, raw",1988,56000.0,28000.0,500.0,27.25,1297.6
"Ginger, raw",1989,70000.0,35000.0,500.0,27.13,1295.9
"Ginger, raw",1990,84000.0,42000.0,500.0,27.14,1120.2
"Ginger, raw",1991,100000.0,50000.0,500.0,27.08,1227.2
"Ginger, raw",1992,110000.0,57000.0,518.2,27.23,1239.5
"Ginger, raw",1993,120000.0,64000.0,533.3,27.46,1002.0
"Ginger, raw",1994,129000.0,69000.0,534.9,27.32,1266.4
"Ginger, raw",1995,148000.0,79000.0,533.8,27.46,1118.0
"Ginger, raw",1996,159000.0,85000.0,534.6,27.25,1025.4
"Ginger, raw",1997,163000.0,84000.0,515.3,27.44,1167.7
"Ginger, raw",1998,166000.0,88100.0,530.7,27.35,1239.0
"Ginger, raw",1999,153000.0,92000.0,601.3,27.42,1069.5
"Ginger, raw",2000,158000.0,98000.0,620.3,27.39,1084.2
